Result for strategy E0V1E320
=============================================================== BACKTESTING REPORT ===============================================================
|            Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|       LINK/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        ICX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        NEO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        SUI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        CHZ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        HOT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        SNX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        MAV/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        MKR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        GRT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        NFP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        C98/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        KNC/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        SFP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        HFT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        SSV/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        TWT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        ARB/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       BAND/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       NTRN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        FXS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        DCR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        STX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        NMR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        XVS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       BLUR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        QNT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       NEAR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|      1INCH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       HIFI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       DASH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       PYTH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        BCH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        ZRO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        FIL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        EOS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        BAT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        XRP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        TAO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        ADA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       ATOM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|      RONIN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        ETC/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       MINA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       STRK/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        ICP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        UNI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       AVAX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        ZEC/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|      MANTA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        TRX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        POL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        TON/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|       BERA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |            0:00 |     0     0     0     0 |
|        RLC/USDT |         1 |          -0.10 |          -0.10 |            -0.913 |          -0.09 |         0:55:00 |     0     0     1     0 |
|        AXL/USDT |         3 |          -0.34 |          -1.02 |            -1.242 |          -0.12 |         0:52:00 |     2     0     1  66.7 |
|       PERP/USDT |         1 |          -0.03 |          -0.03 |            -2.782 |          -0.28 |         0:40:00 |     0     0     1     0 |
|      SUPER/USDT |         1 |          -0.52 |          -0.52 |            -2.894 |          -0.29 |         3:50:00 |     0     0     1     0 |
|        GTC/USDT |         3 |           0.30 |           0.90 |            -6.755 |          -0.68 |         0:45:00 |     1     0     2  33.3 |
|       ALGO/USDT |         1 |          -0.02 |          -0.02 |            -9.006 |          -0.90 |         0:35:00 |     0     0     1     0 |
|      NEIRO/USDT |        15 |           0.61 |           9.11 |           -11.800 |          -1.18 |         1:34:00 |    12     0     3  80.0 |
|     PUNDIX/USDT |         1 |          -0.36 |          -0.36 |           -13.739 |          -1.37 |         1:25:00 |     0     0     1     0 |
|       CELO/USDT |         1 |          -1.11 |          -1.11 |           -17.221 |          -1.72 |         2:45:00 |     0     0     1     0 |
|       IOTX/USDT |         1 |          -0.67 |          -0.67 |           -18.428 |          -1.84 |         0:35:00 |     0     0     1     0 |
|        LSK/USDT |         1 |          -1.83 |          -1.83 |           -31.525 |          -3.15 |         1:55:00 |     0     0     1     0 |
|         AR/USDT |         1 |          -2.10 |          -2.10 |           -33.409 |          -3.34 |         2:25:00 |     0     0     1     0 |
|       KAIA/USDT |         1 |          -0.35 |          -0.35 |           -34.302 |          -3.43 |         1:05:00 |     0     0     1     0 |
|       BOME/USDT |        14 |          -0.57 |          -7.93 |           -43.858 |          -4.39 |         1:17:00 |    10     0     4  71.4 |
|        REI/USDT |        22 |           0.57 |          12.56 |           -48.674 |          -4.87 |         2:22:00 |    16     0     6  72.7 |
|       CTSI/USDT |         1 |          -3.63 |          -3.63 |           -55.518 |          -5.55 |         6:05:00 |     0     0     1     0 |
|       ORDI/USDT |         1 |          -3.51 |          -3.51 |           -55.999 |          -5.60 |         3:10:00 |     0     0     1     0 |
|      BEAMX/USDT |         1 |          -3.31 |          -3.31 |           -65.733 |          -6.57 |        16:40:00 |     0     0     1     0 |
|       FLUX/USDT |         1 |          -1.35 |          -1.35 |           -68.763 |          -6.88 |         2:25:00 |     0     0     1     0 |
|      FLOKI/USDT |        10 |          -1.15 |         -11.54 |           -72.620 |          -7.26 |         1:50:00 |     8     0     2  80.0 |
|        WLD/USDT |         2 |          -4.97 |          -9.93 |           -76.852 |          -7.69 |        14:40:00 |     0     0     2     0 |
|        CHR/USDT |         1 |          -2.32 |          -2.32 |           -81.752 |          -8.18 |         2:05:00 |     0     0     1     0 |
|        RIF/USDT |         5 |          -0.61 |          -3.07 |           -85.701 |          -8.57 |         4:57:00 |     2     0     3  40.0 |
|       SHIB/USDT |         4 |           0.71 |           2.84 |           -99.327 |          -9.93 |         1:30:00 |     2     0     2  50.0 |
|       DATA/USDT |         2 |          -1.64 |          -3.28 |          -105.252 |         -10.53 |        14:18:00 |     1     0     1  50.0 |
|        ACE/USDT |         1 |          -3.07 |          -3.07 |          -126.497 |         -12.65 |        12:00:00 |     0     0     1     0 |
|       ALCX/USDT |         2 |          -0.46 |          -0.93 |          -133.451 |         -13.35 |         1:32:00 |     1     0     1  50.0 |
|        VET/USDT |         1 |          -0.52 |          -0.52 |          -134.255 |         -13.43 |         2:20:00 |     0     0     1     0 |
|  VELODROME/USDT |         2 |          -0.04 |          -0.08 |          -136.051 |         -13.61 |         1:38:00 |     1     0     1  50.0 |
|        UMA/USDT |         2 |          -1.68 |          -3.35 |          -146.395 |         -14.64 |         1:45:00 |     0     0     2     0 |
|        CVX/USDT |        10 |           0.69 |           6.89 |          -148.647 |         -14.86 |         2:32:00 |     6     0     4  60.0 |
|        FLM/USDT |         2 |          -1.96 |          -3.91 |          -162.874 |         -16.29 |        12:10:00 |     0     0     2     0 |
|       MOVR/USDT |         4 |          -6.62 |         -26.47 |          -220.045 |         -22.00 |         2:38:00 |     0     0     4     0 |
|         QI/USDT |         8 |           1.77 |          14.18 |          -260.810 |         -26.08 |         0:52:00 |     6     0     2  75.0 |
|        RVN/USDT |         2 |          -7.39 |         -14.78 |          -277.662 |         -27.77 |        14:32:00 |     1     0     1  50.0 |
|      TURBO/USDT |         3 |          -0.36 |          -1.08 |          -281.005 |         -28.10 |         1:42:00 |     1     0     2  33.3 |
|        CTK/USDT |        10 |           0.03 |           0.35 |          -296.012 |         -29.60 |         3:35:00 |     7     0     3  70.0 |
|       GHST/USDT |         9 |          -1.25 |         -11.23 |          -303.489 |         -30.35 |         7:29:00 |     5     0     4  55.6 |
|        ENJ/USDT |         1 |          -1.28 |          -1.28 |          -314.163 |         -31.42 |         0:45:00 |     0     0     1     0 |
|         OM/USDT |         7 |          -0.32 |          -2.24 |          -372.015 |         -37.20 |         4:55:00 |     2     0     5  28.6 |
|       DEGO/USDT |         7 |          -0.47 |          -3.28 |          -377.466 |         -37.75 |         1:49:00 |     5     0     2  71.4 |
|        JTO/USDT |         5 |           0.16 |           0.81 |          -378.270 |         -37.83 |         2:23:00 |     3     0     2  60.0 |
|        SLP/USDT |         8 |           1.55 |          12.36 |          -428.501 |         -42.85 |         0:51:00 |     6     0     2  75.0 |
|      LAZIO/USDT |         4 |          -0.93 |          -3.70 |          -431.128 |         -43.11 |         1:24:00 |     2     0     2  50.0 |
|      STORJ/USDT |         1 |          -0.30 |          -0.30 |          -436.106 |         -43.61 |         0:50:00 |     0     0     1     0 |
|     RENDER/USDT |         1 |          -0.98 |          -0.98 |          -455.721 |         -45.57 |         0:55:00 |     0     0     1     0 |
|        LPT/USDT |         1 |          -0.97 |          -0.97 |          -481.409 |         -48.14 |         2:00:00 |     0     0     1     0 |
|        COS/USDT |        14 |          -0.64 |          -8.97 |          -500.097 |         -50.01 |         2:54:00 |     8     0     6  57.1 |
|      QUICK/USDT |         4 |           0.69 |           2.77 |          -518.642 |         -51.86 |         0:44:00 |     2     0     2  50.0 |
|        INJ/USDT |         1 |         -25.15 |         -25.15 |          -529.016 |         -52.90 |  1 day, 1:50:00 |     0     0     1     0 |
|        CVC/USDT |         5 |          -3.29 |         -16.43 |          -623.110 |         -62.31 |        10:00:00 |     3     0     2  60.0 |
|       RDNT/USDT |         2 |           0.05 |           0.10 |          -705.266 |         -70.53 |         0:58:00 |     1     0     1  50.0 |
|       HOOK/USDT |         1 |          -2.52 |          -2.52 |          -749.659 |         -74.97 |         3:45:00 |     0     0     1     0 |
|       LOKA/USDT |         3 |          -4.75 |         -14.26 |          -777.681 |         -77.77 |        14:37:00 |     1     0     2  33.3 |
|         ME/USDT |         6 |           0.31 |           1.88 |          -777.733 |         -77.77 |         1:15:00 |     4     0     2  66.7 |
|        TLM/USDT |         1 |         -16.15 |         -16.15 |          -789.361 |         -78.94 | 1 day, 21:25:00 |     0     0     1     0 |
|        GNO/USDT |         1 |          -0.61 |          -0.61 |          -947.635 |         -94.76 |         1:30:00 |     0     0     1     0 |
| 1MBABYDOGE/USDT |         5 |          -0.53 |          -2.67 |          -951.104 |         -95.11 |         1:39:00 |     1     0     4  20.0 |
|     ALPINE/USDT |         4 |          -2.61 |         -10.42 |          -974.325 |         -97.43 |         7:34:00 |     2     0     2  50.0 |
|       GALA/USDT |         2 |          -4.75 |          -9.50 |         -1105.749 |        -110.57 |        14:42:00 |     0     0     2     0 |
|        PHB/USDT |         1 |          -0.94 |          -0.94 |         -1128.499 |        -112.85 |         2:05:00 |     0     0     1     0 |
|        XTZ/USDT |         2 |          -2.61 |          -5.22 |         -1267.732 |        -126.77 |         2:58:00 |     0     0     2     0 |
|       PEPE/USDT |         6 |           0.35 |           2.09 |         -1510.287 |        -151.03 |         1:14:00 |     4     0     2  66.7 |
|        ONT/USDT |         2 |         -13.75 |         -27.50 |         -1519.793 |        -151.98 |        13:30:00 |     0     0     2     0 |
|        CKB/USDT |         5 |          -0.03 |          -0.16 |         -1687.701 |        -168.77 |         3:27:00 |     2     0     3  40.0 |
|        SYN/USDT |         9 |          -0.86 |          -7.77 |         -1956.447 |        -195.64 |         3:43:00 |     5     0     4  55.6 |
|       IOST/USDT |         5 |           0.01 |           0.06 |         -2054.588 |        -205.46 |         2:26:00 |     4     0     1  80.0 |
|        JST/USDT |         1 |         -14.14 |         -14.14 |         -2096.345 |        -209.63 |  1 day, 4:05:00 |     0     0     1     0 |
|        GAS/USDT |         4 |           0.55 |           2.20 |         -2149.697 |        -214.97 |         3:38:00 |     3     0     1  75.0 |
|          S/USDT |         1 |          -1.41 |          -1.41 |         -2190.016 |        -219.00 |         3:35:00 |     0     0     1     0 |
|       SOLV/USDT |         8 |          -0.14 |          -1.12 |         -2197.640 |        -219.76 |         5:56:00 |     4     0     4  50.0 |
|      ALPHA/USDT |         2 |         -12.61 |         -25.23 |         -2349.096 |        -234.91 |        11:52:00 |     0     0     2     0 |
|        VIB/USDT |        11 |          -0.18 |          -1.98 |         -2430.905 |        -243.09 |         2:33:00 |     4     0     7  36.4 |
|       HARD/USDT |        35 |          -0.07 |          -2.59 |         -3008.640 |        -300.86 |         2:48:00 |    23     0    12  65.7 |
|          G/USDT |         3 |          -0.45 |          -1.34 |         -3109.737 |        -310.97 |         5:55:00 |     1     0     2  33.3 |
|       VANA/USDT |         9 |          -2.14 |         -19.27 |         -3692.204 |        -369.22 |         3:08:00 |     5     0     4  55.6 |
|        KMD/USDT |         8 |           0.94 |           7.50 |         -3830.119 |        -383.01 |         3:54:00 |     7     0     1  87.5 |
|       SCRT/USDT |         8 |          -2.09 |         -16.71 |         -4516.877 |        -451.69 |         4:55:00 |     4     0     4  50.0 |
|        FIO/USDT |         4 |          -0.19 |          -0.75 |         -4647.353 |        -464.74 |         2:16:00 |     2     0     2  50.0 |
|        GLM/USDT |         9 |          -0.58 |          -5.20 |         -5150.082 |        -515.01 |         4:39:00 |     6     0     3  66.7 |
|       ARDR/USDT |         6 |          -3.12 |         -18.74 |         -5204.228 |        -520.42 |        13:34:00 |     2     0     4  33.3 |
|       PIVX/USDT |         5 |          -2.47 |         -12.37 |         -5562.798 |        -556.28 |         9:38:00 |     2     0     3  40.0 |
|        SKL/USDT |         5 |          -1.98 |          -9.90 |         -5708.158 |        -570.82 |         6:31:00 |     2     0     3  40.0 |
|       IDEX/USDT |        17 |          -0.04 |          -0.60 |         -6611.753 |        -661.18 |         1:29:00 |    12     0     5  70.6 |
|      LUMIA/USDT |        14 |           0.66 |           9.27 |         -6800.135 |        -680.01 |         0:34:00 |     9     0     5  64.3 |
|     PENDLE/USDT |         2 |          -2.24 |          -4.47 |         -7777.908 |        -777.79 |        14:42:00 |     1     0     1  50.0 |
|       CTXC/USDT |        15 |          -0.66 |          -9.88 |         -9871.678 |        -987.17 |         1:01:00 |     9     0     6  60.0 |
|       CGPT/USDT |         4 |          -1.47 |          -5.86 |        -10525.327 |       -1052.53 |         7:30:00 |     1     0     3  25.0 |
|     BURGER/USDT |        15 |           1.41 |          21.16 |        -15603.474 |       -1560.35 |         1:42:00 |    10     0     5  66.7 |
|        SCR/USDT |         5 |          -0.94 |          -4.68 |        -16005.018 |       -1600.50 |         8:31:00 |     3     0     2  60.0 |
|       VIDT/USDT |        10 |          -1.43 |         -14.34 |        -16013.630 |       -1601.36 |         4:34:00 |     4     0     6  40.0 |
|        RAD/USDT |         7 |           0.13 |           0.93 |        -18260.783 |       -1826.08 |         3:22:00 |     3     0     4  42.9 |
|        ACT/USDT |        11 |          -0.37 |          -4.04 |        -20226.427 |       -2022.64 |        12:52:00 |     8     0     3  72.7 |
|        DYM/USDT |         2 |          -2.29 |          -4.59 |        -20345.195 |       -2034.52 |         2:40:00 |     1     0     1  50.0 |
|        SLF/USDT |        10 |          -1.55 |         -15.51 |        -21500.160 |       -2150.02 |         6:43:00 |     5     0     5  50.0 |
|       PNUT/USDT |        23 |           0.62 |          14.26 |        -24706.643 |       -2470.66 |         2:37:00 |    17     0     6  73.9 |
|      ANIME/USDT |         2 |         -10.92 |         -21.83 |        -30739.458 |       -3073.95 |        10:32:00 |     1     0     1  50.0 |
|       RUNE/USDT |         2 |         -12.40 |         -24.79 |        -31777.020 |       -3177.70 |         5:25:00 |     1     0     1  50.0 |
|        ACA/USDT |        14 |          -0.09 |          -1.21 |        -32593.873 |       -3259.39 |         1:52:00 |     9     0     5  64.3 |
|       PROS/USDT |        33 |           0.28 |           9.33 |        -46620.095 |       -4662.01 |         3:40:00 |    21     0    12  63.6 |
|        TST/USDT |        12 |          -4.51 |         -54.11 |        -64118.924 |       -6411.89 |         6:14:00 |     5     0     7  41.7 |
|           TOTAL |      1761 |           0.84 |        1474.31 |        825532.171 |       82553.22 |         2:25:00 |  1212     0   549  68.8 |
======================================================= LEFT OPEN TRADES REPORT ========================================================
|   Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|--------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|  TOTAL |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
============================================================== ENTER TAG STATS ===============================================================
|          TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|--------------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|      buy_new |      1191 |           0.71 |         846.37 |        417568.817 |       41756.88 |        2:31:00 |   821     0   370  68.9 |
|        buy_1 |       462 |           0.82 |         379.71 |        244030.658 |       24403.07 |        2:24:00 |   307     0   155  66.5 |
| buy_1buy_new |       108 |           2.30 |         248.23 |        163932.696 |       16393.27 |        1:20:00 |    84     0    24  77.8 |
|        TOTAL |      1761 |           0.84 |        1474.31 |        825532.171 |       82553.22 |        2:25:00 |  1212     0   549  68.8 |
========================================================= EXIT REASON STATS ==========================================================
|            Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|------------------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|     trailing_stop_loss |     791 |    791     0     0   100 |           4.03 |        3185.22 |       1.63468e+06 |        1592.61 |
|       fastk_delay_sell |     622 |    391     0   231  62.9 |           0.19 |         118.09 |   78149.4         |          59.04 |
|    cci_loss_delay_sell |     258 |     25     0   233   9.7 |          -2.18 |        -562.62 | -343377           |        -281.31 |
|              stop_loss |      31 |      0     0    31     0 |         -25.14 |        -779.35 | -329608           |        -389.67 |
|  time_loss_sell_7_0.01 |      12 |      4     0     8  33.3 |          -0.26 |          -3.09 |   -1729.87        |          -1.54 |
|  time_loss_sell_7_0.02 |       7 |      1     0     6  14.3 |          -1.17 |          -8.16 |    -738.078       |          -4.08 |
| time_loss_sell_28_0.11 |       5 |      0     0     5     0 |         -10.2  |         -50.99 |  -23031.7         |         -25.5  |
| time_loss_sell_28_0.17 |       4 |      0     0     4     0 |         -11.1  |         -44.41 |   -2946.78        |         -22.2  |
| time_loss_sell_28_0.09 |       4 |      0     0     4     0 |         -12.15 |         -48.61 |  -70981.2         |         -24.3  |
| time_loss_sell_28_0.08 |       3 |      0     0     3     0 |         -14.16 |         -42.48 |   -9126.8         |         -21.24 |
| time_loss_sell_28_0.19 |       3 |      0     0     3     0 |         -10.84 |         -32.52 |   -9141.5         |         -16.26 |
| time_loss_sell_28_0.10 |       3 |      0     0     3     0 |         -12.97 |         -38.91 |   -9387.22        |         -19.45 |
| time_loss_sell_28_0.07 |       2 |      0     0     2     0 |         -13.12 |         -26.24 |   -1445.86        |         -13.12 |
| time_loss_sell_28_0.12 |       2 |      0     0     2     0 |         -11.07 |         -22.15 |    -401.318       |         -11.07 |
| time_loss_sell_28_0.14 |       2 |      0     0     2     0 |         -12.19 |         -24.38 |  -14487.9         |         -12.19 |
|  time_loss_sell_7_0.03 |       2 |      0     0     2     0 |          -2.66 |          -5.31 |    -187.938       |          -2.66 |
| time_loss_sell_28_0.23 |       2 |      0     0     2     0 |         -20.12 |         -40.24 |  -23824.8         |         -20.12 |
| time_loss_sell_28_0.18 |       1 |      0     0     1     0 |         -16.95 |         -16.95 |    -243.636       |          -8.48 |
| time_loss_sell_28_0.16 |       1 |      0     0     1     0 |          -7.54 |          -7.54 |    -313.422       |          -3.77 |
|  time_loss_sell_7_0.05 |       1 |      0     0     1     0 |          -0.59 |          -0.59 |     -44.949       |          -0.3  |
| time_loss_sell_28_0.06 |       1 |      0     0     1     0 |         -13    |         -13    |   -4192.87        |          -6.5  |
| time_loss_sell_28_0.21 |       1 |      0     0     1     0 |          -9.99 |          -9.99 |   -5908.9         |          -4.99 |
| time_loss_sell_28_0.22 |       1 |      0     0     1     0 |         -19.12 |         -19.12 |  -11082.9         |          -9.56 |
| time_loss_sell_28_0.20 |       1 |      0     0     1     0 |         -19.49 |         -19.49 |   -7562.75        |          -9.74 |
| time_loss_sell_28_0.15 |       1 |      0     0     1     0 |         -12.86 |         -12.86 |  -17532.9         |          -6.43 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2024-03-01 00:00:00 |
| Backtesting to              | 2025-03-20 13:40:00 |
| Max open trades             | 2                   |
|                             |                     |
| Total/Daily Avg Trades      | 1761 / 4.59         |
| Starting balance            | 1000 USDT           |
| Final balance               | 826532.171 USDT     |
| Absolute profit             | 825532.171 USDT     |
| Total profit %              | 82553.22%           |
| CAGR %                      | 59181.09%           |
| Sortino                     | 7.80                |
| Sharpe                      | 8.70                |
| Calmar                      | 10487.41            |
| Profit factor               | 1.85                |
| Expectancy (Ratio)          | 468.79 (0.27)       |
| Trades per day              | 4.59                |
| Avg. daily profit %         | 214.98%             |
| Avg. stake amount           | 46929.003 USDT      |
| Total trade volume          | 82641973.432 USDT   |
|                             |                     |
| Best Pair                   | RED/USDT 87.61%     |
| Worst Pair                  | TST/USDT -54.11%    |
| Best trade                  | RED/USDT 53.32%     |
| Worst trade                 | BOME/USDT -25.15%   |
| Best day                    | 124657.047 USDT     |
| Worst day                   | -42076.036 USDT     |
| Days win/draw/lose          | 242 / 38 / 105      |
| Avg. Duration Winners       | 0:46:00             |
| Avg. Duration Loser         | 6:02:00             |
| Max Consecutive Wins / Loss | 15 / 7              |
| Rejected Entry signals      | 2567                |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 1014.728 USDT       |
| Max balance                 | 843984.516 USDT     |
| Max % of account underwater | 39.29%              |
| Absolute Drawdown (Account) | 39.16%              |
| Absolute Drawdown           | 122063.928 USDT     |
| Drawdown high               | 310678.046 USDT     |
| Drawdown low                | 188614.118 USDT     |
| Drawdown Start              | 2025-02-01 20:30:00 |
| Drawdown End                | 2025-02-12 04:05:00 |
| Market change               | -44.27%             |
=====================================================

Backtested 2024-03-01 00:00:00 -> 2025-03-20 13:40:00 | Max open trades : 2
========================================================================== STRATEGY SUMMARY ==========================================================================
|   Strategy |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |                Drawdown |
|------------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------+-------------------------|
|   E0V1E320 |      1761 |           0.84 |        1474.31 |        825532.171 |       82553.22 |        2:25:00 |  1212     0   549  68.8 | 122063.928 USDT  39.16% |
======================================================================================================================================================================
