Result for strategy E0V1E1
=============================================================== BACKTESTING REPORT ==============================================================
|            Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|        ACM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        SFP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       WAXP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        HFT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ENJ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       MOVR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       SAND/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       PEPE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        SYN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        GMT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       QTUM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        PYR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        SSV/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ENS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      SUPER/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        STG/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       LUNA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ACE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        REQ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ONG/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        TWT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        FUN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        XTZ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ARB/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        CKB/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       BAND/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       POWR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      BEAMX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|         ID/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        TRB/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|     PUNDIX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        APT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       AGLD/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       NTRN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        FXS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      AUDIO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        DCR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        CLV/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        RAY/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       DEXE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        TRU/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       LUNC/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        JST/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        STX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        NMR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        FIS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       MEME/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       RUNE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        XVS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       BLUR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|   1000SATS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       FARM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        WLD/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        QNT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        MLN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       STMX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        CVX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        OXT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|         OM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       NEAR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      1INCH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      THETA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|          W/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       OMNI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       HIFI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       DASH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       PYTH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        BCH/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ZRO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        REZ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      SUSHI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       AEVO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        JUP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        FIL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        DYM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       MANA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        EOS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        BAT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       TNSR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        XRP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        TAO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       DOGE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ADA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       ALGO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       ATOM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        AXL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      RONIN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ETC/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|         ZK/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       MINA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        XLM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       STRK/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ADX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      ETHFI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      LISTA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ICP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        VET/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|     PORTAL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       SHIB/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        UNI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        WIF/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        PDA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        DOT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       AVAX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      METIS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ALT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        ZEC/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      MANTA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        TRX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      EIGEN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      HMSTR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       CATI/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|      TURBO/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        POL/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       DOGS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|        TON/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|     RENDER/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
|       PROM/USDT |         4 |           0.05 |           0.21 |            -3.831 |          -0.38 |        2:40:00 |     2     0     2  50.0 |
|        SKL/USDT |         1 |          -1.29 |          -1.29 |            -6.739 |          -0.67 |        6:50:00 |     0     0     1     0 |
|        SLP/USDT |         2 |          -0.20 |          -0.39 |           -12.509 |          -1.25 |        1:05:00 |     1     0     1  50.0 |
|      LAZIO/USDT |         2 |          -0.66 |          -1.32 |           -17.825 |          -1.78 |        2:10:00 |     1     0     1  50.0 |
|        CVC/USDT |         2 |          -1.00 |          -1.99 |           -20.779 |          -2.08 |        0:20:00 |     1     0     1  50.0 |
|        ELF/USDT |         2 |          -2.35 |          -4.70 |           -23.641 |          -2.36 |        8:05:00 |     1     0     1  50.0 |
|       NULS/USDT |         5 |          -0.38 |          -1.89 |           -23.858 |          -2.39 |        2:30:00 |     4     0     1  80.0 |
|        BLZ/USDT |         1 |          -3.50 |          -3.50 |           -33.954 |          -3.40 |        2:45:00 |     0     0     1     0 |
|        VIC/USDT |         4 |          -1.27 |          -5.09 |           -35.424 |          -3.54 |        0:44:00 |     3     0     1  75.0 |
|        DAR/USDT |         2 |          -3.64 |          -7.27 |           -37.446 |          -3.74 |        1:18:00 |     1     0     1  50.0 |
|      ALPHA/USDT |         2 |          -1.52 |          -3.04 |           -37.591 |          -3.76 |        1:15:00 |     1     0     1  50.0 |
|       WING/USDT |         6 |          -0.80 |          -4.80 |           -50.268 |          -5.03 |        2:01:00 |     3     0     3  50.0 |
|         OG/USDT |         8 |          -0.29 |          -2.30 |           -50.720 |          -5.07 |        0:52:00 |     5     0     3  62.5 |
|       KP3R/USDT |         2 |          -1.87 |          -3.73 |           -51.529 |          -5.15 |        0:30:00 |     1     0     1  50.0 |
|       LOKA/USDT |         3 |          -2.96 |          -8.89 |           -55.958 |          -5.60 |        1:15:00 |     2     0     1  66.7 |
|       PROS/USDT |         8 |          -0.36 |          -2.87 |           -56.012 |          -5.60 |        2:53:00 |     7     0     1  87.5 |
|       ALCX/USDT |         1 |          -7.27 |          -7.27 |           -75.722 |          -7.57 |        8:20:00 |     0     0     1     0 |
|        TLM/USDT |         1 |         -16.55 |         -16.55 |           -98.489 |          -9.85 |       11:20:00 |     0     0     1     0 |
|       DEGO/USDT |         2 |          -4.66 |          -9.32 |          -110.767 |         -11.08 |       12:25:00 |     1     0     1  50.0 |
|           TOTAL |       253 |           0.96 |         241.79 |          2066.730 |         206.67 |        1:30:00 |   210     0    43  83.0 |
======================================================= LEFT OPEN TRADES REPORT ========================================================
|   Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|--------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|  TOTAL |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
============================================================== ENTER TAG STATS ===============================================================
|          TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|--------------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|        buy_1 |        80 |           1.30 |         103.88 |           986.453 |          98.65 |        1:18:00 |    69     0    11  86.2 |
|      buy_new |       153 |           0.64 |          98.48 |           634.190 |          63.42 |        1:39:00 |   124     0    29  81.0 |
| buy_1buy_new |        20 |           1.97 |          39.43 |           446.087 |          44.61 |        1:09:00 |    17     0     3  85.0 |
|        TOTAL |       253 |           0.96 |         241.79 |          2066.730 |         206.67 |        1:30:00 |   210     0    43  83.0 |
======================================================= EXIT REASON STATS ========================================================
|        Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|--------------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|  fastk_profit_sell |     175 |    175     0     0   100 |           1.52 |         266.71 |          2273.23  |         133.36 |
|         ma120_sell |      30 |      2     0    28   6.7 |          -6.2  |        -186.06 |         -1726.62  |         -93.03 |
| trailing_stop_loss |      30 |     30     0     0   100 |           7.36 |         220.79 |          2121.36  |         110.4  |
|      cci_loss_sell |      17 |      3     0    14  17.6 |          -2.03 |         -34.51 |          -303.593 |         -17.25 |
|          stop_loss |       1 |      0     0     1     0 |         -25.15 |         -25.15 |          -297.643 |         -12.57 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2024-08-01 00:00:00 |
| Backtesting to              | 2024-10-28 14:45:00 |
| Max open trades             | 2                   |
|                             |                     |
| Total/Daily Avg Trades      | 253 / 2.88          |
| Starting balance            | 1000 USDT           |
| Final balance               | 3066.73 USDT        |
| Absolute profit             | 2066.73 USDT        |
| Total profit %              | 206.67%             |
| CAGR %                      | 10337.53%           |
| Sortino                     | 8.07                |
| Sharpe                      | 9.89                |
| Calmar                      | 229.49              |
| Profit factor               | 1.87                |
| Expectancy (Ratio)          | 8.17 (0.15)         |
| Trades per day              | 2.88                |
| Avg. daily profit %         | 2.35%               |
| Avg. stake amount           | 864.345 USDT        |
| Total trade volume          | 218679.373 USDT     |
|                             |                     |
| Best Pair                   | FTT/USDT 30.40%     |
| Worst Pair                  | TLM/USDT -16.55%    |
| Best trade                  | TROY/USDT 22.25%    |
| Worst trade                 | PROS/USDT -25.15%   |
| Best day                    | 470.712 USDT        |
| Worst day                   | -433.095 USDT       |
| Days win/draw/lose          | 57 / 18 / 13        |
| Avg. Duration Winners       | 0:57:00             |
| Avg. Duration Loser         | 4:08:00             |
| Max Consecutive Wins / Loss | 32 / 3              |
| Rejected Entry signals      | 417                 |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 1004.33 USDT        |
| Max balance                 | 3066.73 USDT        |
| Max % of account underwater | 19.55%              |
| Absolute Drawdown (Account) | 19.55%              |
| Absolute Drawdown           | 467.049 USDT        |
| Drawdown high               | 1388.748 USDT       |
| Drawdown low                | 921.699 USDT        |
| Drawdown Start              | 2024-10-02 05:05:00 |
| Drawdown End                | 2024-10-04 06:00:00 |
| Market change               | -8.00%              |
=====================================================

Backtested 2024-08-01 00:00:00 -> 2024-10-28 14:45:00 | Max open trades : 2
========================================================================= STRATEGY SUMMARY ========================================================================
|   Strategy |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |             Drawdown |
|------------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------+----------------------|
|     E0V1E1 |       253 |           0.96 |         241.79 |          2066.730 |         206.67 |        1:30:00 |   210     0    43  83.0 | 467.049 USDT  19.55% |
===================================================================================================================================================================
