Result for strategy E0V1E
=============================================================== BACKTESTING REPORT ===============================================================
|          Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |      Avg Duration |   Win  Draw  Loss  Win% |
|     PIVX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      FTM/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      NFP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      C98/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      ANT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      AVA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      SFP/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      ENJ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|     SAND/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      GMT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      PYR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      SSV/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      STG/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      ACE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      XTZ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      ARB/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|     ARPA/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      TRB/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      FXS/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      ORN/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|     RUNE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|     BLUR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      QNT/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      CVX/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|       IQ/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|     NEAR/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|      APE/USDT |         0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |     0     0     0     0 |
|     WAXP/USDT |         1 |          -0.03 |          -0.03 |            -0.170 |          -0.02 |           2:00:00 |     0     0     1     0 |
|      GAL/USDT |         1 |          -0.16 |          -0.16 |            -2.066 |          -0.21 |           1:30:00 |     0     0     1     0 |
|      XVG/USDT |         7 |           2.21 |          15.49 |            -3.052 |          -0.31 |           0:55:00 |     6     0     1  85.7 |
|      VGX/USDT |        11 |           2.10 |          23.11 |            -3.444 |          -0.34 |           1:17:00 |     8     0     3  72.7 |
|      MBL/USDT |         2 |          -0.41 |          -0.83 |            -4.820 |          -0.48 |           1:32:00 |     1     0     1  50.0 |
|      JST/USDT |         1 |          -0.73 |          -0.73 |            -8.532 |          -0.85 |           2:30:00 |     0     0     1     0 |
|       QI/USDT |         5 |           1.68 |           8.39 |           -10.017 |          -1.00 |           3:04:00 |     3     0     2  60.0 |
|     STMX/USDT |         2 |          -1.25 |          -2.51 |           -15.750 |          -1.58 |           4:42:00 |     1     0     1  50.0 |
|      ZIL/USDT |         1 |          -2.28 |          -2.28 |           -23.505 |          -2.35 |           2:40:00 |     0     0     1     0 |
|       SC/USDT |         4 |          -0.35 |          -1.40 |           -28.658 |          -2.87 |           1:50:00 |     2     0     2  50.0 |
|      ICX/USDT |         2 |          -1.46 |          -2.92 |           -44.733 |          -4.47 |           3:22:00 |     0     0     2     0 |
|     LINA/USDT |         2 |           0.71 |           1.43 |           -48.289 |          -4.83 |           2:02:00 |     1     0     1  50.0 |
|      BNX/USDT |         1 |          -2.61 |          -2.61 |           -55.478 |          -5.55 |           5:40:00 |     0     0     1     0 |
|     DUSK/USDT |         1 |          -3.48 |          -3.48 |           -57.001 |          -5.70 |           5:20:00 |     0     0     1     0 |
|    PORTO/USDT |         2 |          -0.21 |          -0.41 |           -61.632 |          -6.16 |           4:55:00 |     1     0     1  50.0 |
|      NEO/USDT |         1 |          -0.55 |          -0.55 |           -82.683 |          -8.27 |           2:25:00 |     0     0     1     0 |
|      QKC/USDT |         2 |          -1.46 |          -2.92 |           -90.348 |          -9.03 | 10 days, 14:22:00 |     1     0     1  50.0 |
|      AXS/USDT |         2 |         -12.32 |         -24.63 |          -125.235 |         -12.52 |           0:38:00 |     1     0     1  50.0 |
|      PHB/USDT |         6 |          -3.55 |         -21.28 |          -141.220 |         -14.12 |           1:35:00 |     3     0     3  50.0 |
|      FIO/USDT |         1 |          -3.02 |          -3.02 |          -145.042 |         -14.50 |           4:30:00 |     0     0     1     0 |
|     BIFI/USDT |         8 |           0.91 |           7.25 |          -155.405 |         -15.54 |           1:49:00 |     6     0     2  75.0 |
|     BETA/USDT |         6 |           0.53 |           3.21 |          -157.104 |         -15.71 |           1:19:00 |     4     0     2  66.7 |
|      RAD/USDT |         5 |          -0.99 |          -4.96 |          -213.929 |         -21.39 |           4:37:00 |     1     0     4  20.0 |
|     FLUX/USDT |         6 |          -3.37 |         -20.23 |          -220.150 |         -22.02 |   1 day, 15:00:00 |     4     0     2  66.7 |
|     UNFI/USDT |         2 |          -0.91 |          -1.82 |          -227.658 |         -22.77 |           2:50:00 |     1     0     1  50.0 |
|      AMB/USDT |         1 |          -3.71 |          -3.71 |          -257.056 |         -25.71 |          12:05:00 |     0     0     1     0 |
|     LOOM/USDT |         5 |          -0.21 |          -1.06 |          -281.327 |         -28.13 |           2:49:00 |     3     0     2  60.0 |
|      XVS/USDT |         4 |           0.07 |           0.29 |          -315.689 |         -31.57 |           0:52:00 |     3     0     1  75.0 |
|      LIT/USDT |         3 |           0.09 |           0.26 |          -326.454 |         -32.65 |           2:02:00 |     1     0     2  33.3 |
|      ASR/USDT |         5 |          -3.26 |         -16.28 |          -470.901 |         -47.09 |           6:38:00 |     4     0     1  80.0 |
|    CHESS/USDT |         5 |           1.76 |           8.81 |          -560.219 |         -56.02 |           1:11:00 |     4     0     1  80.0 |
|      WLD/USDT |         2 |          -0.80 |          -1.61 |          -579.174 |         -57.92 |           2:50:00 |     1     0     1  50.0 |
|    MULTI/USDT |        15 |           0.91 |          13.72 |          -652.709 |         -65.27 |           1:13:00 |    13     0     2  86.7 |
|    TFUEL/USDT |         2 |          -0.46 |          -0.92 |          -662.418 |         -66.24 |           2:02:00 |     1     0     1  50.0 |
|  AUCTION/USDT |         5 |           1.51 |           7.57 |          -707.990 |         -70.80 |           6:22:00 |     4     0     1  80.0 |
|     DREP/USDT |        11 |           1.78 |          19.61 |         -1026.415 |        -102.64 |           1:09:00 |     9     0     2  81.8 |
|     RARE/USDT |         5 |           0.80 |           4.00 |         -1040.570 |        -104.06 |           1:42:00 |     4     0     1  80.0 |
|     BAND/USDT |         5 |           0.40 |           2.01 |         -1124.453 |        -112.45 |           6:08:00 |     3     0     2  60.0 |
|     ARKM/USDT |         1 |          -3.19 |          -3.19 |         -1149.121 |        -114.91 |           3:30:00 |     0     0     1     0 |
|      GLM/USDT |         1 |         -25.15 |         -25.15 |         -1189.341 |        -118.93 |  6 days, 18:00:00 |     0     0     1     0 |
|   PEOPLE/USDT |         4 |          -0.65 |          -2.60 |         -1226.474 |        -122.65 |           3:14:00 |     2     0     2  50.0 |
|      RIF/USDT |        13 |           2.25 |          29.24 |         -1867.945 |        -186.79 |           2:10:00 |    10     0     3  76.9 |
|      ENS/USDT |         2 |          -1.62 |          -3.24 |         -2037.930 |        -203.79 |           2:00:00 |     1     0     1  50.0 |
|      GFT/USDT |         1 |          -1.94 |          -1.94 |         -2294.055 |        -229.41 |           2:40:00 |     0     0     1     0 |
|      NMR/USDT |         6 |          -3.99 |         -23.94 |         -3379.869 |        -337.99 |           8:05:00 |     3     0     3  50.0 |
|      DCR/USDT |         3 |          -0.73 |          -2.20 |         -3431.212 |        -343.12 |           6:18:00 |     2     0     1  66.7 |
|         TOTAL |       923 |           1.23 |        1130.91 |        237505.618 |       23750.56 |           3:57:00 |   740     0   183  80.2 |
======================================================= LEFT OPEN TRADES REPORT ========================================================
|   Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|--------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|  TOTAL |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
=========================================================== ENTER TAG STATS ===========================================================
|   TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|-------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
| buy_1 |       923 |           1.23 |        1130.91 |        237505.618 |       23750.56 |        3:57:00 |   740     0   183  80.2 |
| TOTAL |       923 |           1.23 |        1130.91 |        237505.618 |       23750.56 |        3:57:00 |   740     0   183  80.2 |
======================================================= EXIT REASON STATS ========================================================
|        Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|--------------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|  fastk_profit_sell |     632 |    632     0     0   100 |           1.91 |        1209.01 |        176267     |         604.5  |
|      cci_loss_sell |     117 |      0     0   117     0 |          -2.54 |        -297.19 |        -46461.1   |        -148.6  |
| profit_sell_faster |      74 |     74     0     0   100 |           6.68 |         494.48 |        113440     |         247.24 |
|           cci_sell |      54 |      0     0    54     0 |          -0.68 |         -36.81 |         -7137.53  |         -18.4  |
|    cci_profit_sell |      33 |     33     0     0   100 |           1.86 |          61.54 |          8210.13  |          30.77 |
|          stop_loss |      12 |      0     0    12     0 |         -25.13 |        -301.61 |         -7077.5   |        -150.8  |
|  profit_sell_in_2h |       1 |      1     0     0   100 |           1.48 |           1.48 |           265.375 |           0.74 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2022-10-25 10:00:00 |
| Backtesting to              | 2024-02-05 11:40:00 |
| Max open trades             | 2                   |
|                             |                     |
| Total/Daily Avg Trades      | 923 / 1.97          |
| Starting balance            | 1000 USDT           |
| Final balance               | 238505.618 USDT     |
| Absolute profit             | 237505.618 USDT     |
| Total profit %              | 23750.56%           |
| CAGR %                      | 7049.01%            |
| Sortino                     | 14.68               |
| Sharpe                      | 10.21               |
| Calmar                      | 18732.19            |
| Profit factor               | 4.91                |
| Expectancy (Ratio)          | 257.32 (0.78)       |
| Trades per day              | 1.97                |
| Avg. daily profit %         | 50.75%              |
| Avg. stake amount           | 15290.302 USDT      |
| Total trade volume          | 14112948.645 USDT   |
|                             |                     |
| Best Pair                   | VIDT/USDT 43.66%    |
| Worst Pair                  | GLM/USDT -25.15%    |
| Best trade                  | MLN/USDT 15.99%     |
| Worst trade                 | MBOX/USDT -25.15%   |
| Best day                    | 21482.529 USDT      |
| Worst day                   | -2785.866 USDT      |
| Days win/draw/lose          | 288 / 112 / 66      |
| Avg. Duration Winners       | 0:42:00             |
| Avg. Duration Loser         | 17:09:00            |
| Max Consecutive Wins / Loss | 19 / 4              |
| Rejected Entry signals      | 103                 |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 993.054 USDT        |
| Max balance                 | 242460.754 USDT     |
| Max % of account underwater | 15.05%              |
| Absolute Drawdown (Account) | 5.18%               |
| Absolute Drawdown           | 12549.53 USDT       |
| Drawdown high               | 241460.754 USDT     |
| Drawdown low                | 228911.224 USDT     |
| Drawdown Start              | 2024-01-23 13:10:00 |
| Drawdown End                | 2024-01-28 05:40:00 |
| Market change               | 33.28%              |
=====================================================

Backtested 2022-10-25 10:00:00 -> 2024-02-05 11:40:00 | Max open trades : 2
========================================================================= STRATEGY SUMMARY ========================================================================
|   Strategy |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |             Drawdown |
|------------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------+----------------------|
|      E0V1E |       923 |           1.23 |        1130.91 |        237505.618 |       23750.56 |        3:57:00 |   740     0   183  80.2 | 12549.53 USDT  5.18% |
===================================================================================================================================================================
