Result for strategy E0V1E
=============================================================== BACKTESTING REPORT ===============================================================
|            Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Win  Draw  Loss  Win% |
|        TRB/USDT |         6 |          -0.47 |          -2.81 |          -446.557 |         -44.66 |         4:08:00 |     4     0     2  66.7 |
|        JTO/USDT |         1 |          -9.24 |          -9.24 |          -457.534 |         -45.75 |         5:10:00 |     0     0     1     0 |
|        CVX/USDT |         7 |          -0.77 |          -5.41 |          -491.431 |         -49.14 |        15:26:00 |     6     0     1  85.7 |
|        BAR/USDT |         4 |          -1.12 |          -4.46 |          -520.866 |         -52.09 |        15:20:00 |     3     0     1  75.0 |
|     ALPINE/USDT |         6 |           0.34 |           2.06 |          -612.160 |         -61.22 |         1:38:00 |     5     0     1  83.3 |
|     PUNDIX/USDT |         1 |          -7.46 |          -7.46 |          -615.990 |         -61.60 |         9:50:00 |     0     0     1     0 |
|        MTL/USDT |         4 |          -1.73 |          -6.94 |          -636.575 |         -63.66 |         1:09:00 |     3     0     1  75.0 |
|      BEAMX/USDT |         1 |          -9.47 |          -9.47 |          -669.242 |         -66.92 |         5:30:00 |     0     0     1     0 |
|      AERGO/USDT |         4 |          -2.91 |         -11.64 |          -677.131 |         -67.71 |         0:21:00 |     2     0     2  50.0 |
|        WAN/USDT |         3 |          -5.77 |         -17.32 |          -715.974 |         -71.60 |        12:30:00 |     1     0     2  33.3 |
|        XVG/USDT |         2 |          -6.98 |         -13.97 |          -720.226 |         -72.02 |         5:32:00 |     1     0     1  50.0 |
|        VIB/USDT |         3 |          -0.77 |          -2.30 |          -766.136 |         -76.61 |        16:53:00 |     2     0     1  66.7 |
|        RSR/USDT |         5 |          -3.04 |         -15.21 |          -814.575 |         -81.46 |         2:48:00 |     3     0     2  60.0 |
|        FIO/USDT |         3 |          -1.58 |          -4.75 |          -873.660 |         -87.37 |         3:07:00 |     2     0     1  66.7 |
|       HBAR/USDT |         1 |         -17.43 |         -17.43 |          -959.768 |         -95.98 |         2:30:00 |     0     0     1     0 |
|        VIC/USDT |         8 |          -0.73 |          -5.81 |          -992.303 |         -99.23 |         1:34:00 |     6     0     2  75.0 |
|        RAD/USDT |         6 |          -0.08 |          -0.48 |         -1048.967 |        -104.90 |         4:43:00 |     5     0     1  83.3 |
|       LOKA/USDT |         5 |          -1.57 |          -7.84 |         -1062.437 |        -106.24 |         0:59:00 |     4     0     1  80.0 |
|        BEL/USDT |         5 |          -4.55 |         -22.76 |         -1172.781 |        -117.28 |        10:16:00 |     2     0     3  40.0 |
|        FLM/USDT |         2 |          -6.64 |         -13.27 |         -1202.045 |        -120.20 |         4:45:00 |     1     0     1  50.0 |
|       HARD/USDT |        28 |          -0.03 |          -0.94 |         -1236.029 |        -123.60 |         5:48:00 |    23     0     5  82.1 |
|       GHST/USDT |         9 |          -2.00 |         -17.97 |         -1243.266 |        -124.33 |         4:19:00 |     5     0     4  55.6 |
|      ALPHA/USDT |         3 |          -1.59 |          -4.76 |         -1261.719 |        -126.17 |         0:30:00 |     2     0     1  66.7 |
|        SYS/USDT |         7 |          -1.17 |          -8.19 |         -1373.801 |        -137.38 |         2:05:00 |     5     0     2  71.4 |
|         IO/USDT |         4 |          -3.37 |         -13.49 |         -1446.787 |        -144.68 |         3:15:00 |     3     0     1  75.0 |
|        BLZ/USDT |         4 |          -1.86 |          -7.46 |         -1769.114 |        -176.91 |        22:12:00 |     3     0     1  75.0 |
|        TLM/USDT |         1 |         -14.83 |         -14.83 |         -1779.322 |        -177.93 |         3:50:00 |     0     0     1     0 |
|       ALCX/USDT |         4 |           0.50 |           2.00 |         -1838.407 |        -183.84 |         2:21:00 |     3     0     1  75.0 |
|      LISTA/USDT |         2 |         -12.30 |         -24.61 |         -1947.305 |        -194.73 |         9:50:00 |     0     0     2     0 |
|       ARDR/USDT |         6 |          -2.36 |         -14.19 |         -2568.695 |        -256.87 |         3:03:00 |     4     0     2  66.7 |
|       DEGO/USDT |         2 |          -5.87 |         -11.74 |         -2588.642 |        -258.86 |         9:50:00 |     1     0     1  50.0 |
|        CVC/USDT |         5 |          -3.51 |         -17.55 |         -2958.408 |        -295.84 |        16:43:00 |     3     0     2  60.0 |
|       PROM/USDT |        14 |           0.66 |           9.22 |         -2996.389 |        -299.64 |         2:41:00 |    11     0     3  78.6 |
|        OAX/USDT |        16 |           1.32 |          21.20 |         -3612.790 |        -361.28 |         0:43:00 |    13     0     3  81.2 |
|           TOTAL |      1250 |           0.75 |         941.36 |         80471.626 |        8047.16 |         2:46:00 |  1059     0   191  84.7 |
======================================================= LEFT OPEN TRADES REPORT ========================================================
|   Pair |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|--------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|  TOTAL |         0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |     0     0     0     0 |
============================================================== ENTER TAG STATS ===============================================================
|          TAG |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |
|--------------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------|
|      buy_new |       830 |           0.52 |         427.52 |         45791.808 |        4579.18 |        2:50:00 |   684     0   146  82.4 |
| buy_1buy_new |        64 |           3.23 |         206.57 |         18938.383 |        1893.84 |        1:22:00 |    62     0     2  96.9 |
|        buy_1 |       356 |           0.86 |         307.27 |         15741.435 |        1574.14 |        2:53:00 |   313     0    43  87.9 |
|        TOTAL |      1250 |           0.75 |         941.36 |         80471.626 |        8047.16 |        2:46:00 |  1059     0   191  84.7 |
======================================================= EXIT REASON STATS ========================================================
|        Exit Reason |   Exits |   Win  Draws  Loss  Win% |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|--------------------+---------+--------------------------+----------------+----------------+-------------------+----------------|
|  fastk_profit_sell |     783 |    783     0     0   100 |           1.3  |        1017.37 |           77402.8 |         508.68 |
| trailing_stop_loss |     322 |    276     0    46  85.7 |           3.77 |        1212.45 |          108484   |         606.23 |
|         ma120_sell |      64 |      0     0    64     0 |          -9.44 |        -604.08 |          -43566   |        -302.04 |
|      cci_loss_sell |      40 |      0     0    40     0 |          -3.53 |        -141.21 |          -12497.9 |         -70.61 |
|    ma120_sell_fast |      37 |      0     0    37     0 |         -11.96 |        -442.57 |          -43301.7 |        -221.29 |
|          stop_loss |       4 |      0     0     4     0 |         -25.15 |        -100.59 |           -6049.9 |         -50.29 |
================== SUMMARY METRICS ==================
| Metric                      | Value               |
|-----------------------------+---------------------|
| Backtesting from            | 2024-01-01 00:00:00 |
| Backtesting to              | 2024-11-04 13:30:00 |
| Max open trades             | 2                   |
|                             |                     |
| Total/Daily Avg Trades      | 1250 / 4.06         |
| Starting balance            | 1000 USDT           |
| Final balance               | 81471.626 USDT      |
| Absolute profit             | 80471.626 USDT      |
| Total profit %              | 8047.16%            |
| CAGR %                      | 18293.60%           |
| Sortino                     | 5.78                |
| Sharpe                      | 9.30                |
| Calmar                      | 4970.84             |
| Profit factor               | 1.76                |
| Expectancy (Ratio)          | 64.38 (0.12)        |
| Trades per day              | 4.06                |
| Avg. daily profit %         | 26.13%              |
| Avg. stake amount           | 8119.023 USDT       |
| Total trade volume          | 10148779.075 USDT   |
|                             |                     |
| Best Pair                   | TROY/USDT 69.63%    |
| Worst Pair                  | SC/USDT -32.24%     |
| Best trade                  | CREAM/USDT 22.51%   |
| Worst trade                 | COS/USDT -25.15%    |
| Best day                    | 11755.239 USDT      |
| Worst day                   | -3756.895 USDT      |
| Days win/draw/lose          | 200 / 43 / 66       |
| Avg. Duration Winners       | 1:41:00             |
| Avg. Duration Loser         | 8:47:00             |
| Max Consecutive Wins / Loss | 35 / 5              |
| Rejected Entry signals      | 1416                |
| Entry/Exit Timeouts         | 0 / 0               |
|                             |                     |
| Min balance                 | 777.947 USDT        |
| Max balance                 | 81471.626 USDT      |
| Max % of account underwater | 37.19%              |
| Absolute Drawdown (Account) | 10.04%              |
| Absolute Drawdown           | 8141.889 USDT       |
| Drawdown high               | 80080.498 USDT      |
| Drawdown low                | 71938.609 USDT      |
| Drawdown Start              | 2024-10-31 12:15:00 |
| Drawdown End                | 2024-11-01 09:35:00 |
| Market change               | -12.38%             |
=====================================================

Backtested 2024-01-01 00:00:00 -> 2024-11-04 13:30:00 | Max open trades : 2
========================================================================= STRATEGY SUMMARY =========================================================================
|   Strategy |   Entries |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Win  Draw  Loss  Win% |              Drawdown |
|------------+-----------+----------------+----------------+-------------------+----------------+----------------+-------------------------+-----------------------|
|     E0V1E |      1250 |           0.75 |         941.36 |         80471.626 |        8047.16 |        2:46:00 |  1059     0    191  84.7 | 8141.889 USDT  10.04% |
====================================================================================================================================================================
